Sender	Receiver	Amount	Priority
LRA	KHM	499	N
VSF	CHM	598	N
UWT	HTL	337	U
CGX	BGC	413	N
UIO	DVT	547	HU
PGP	XBA	149	HU
UZH	BQI	309	N
XDF	JMX	374	HU
ZQJ	HGA	612	U
TYL	UCW	309	U
RUB	UWR	281	U
ZZE	SIV	582	N
RYC	BMT	346	N
ZIH	IVV	701	N
OMZ	YGM	160	U
TTP	KGF	423	U
HNK	ZMF	338	HU
YYU	UTG	395	N
ZVX	BNS	642	U
UAD	OTD	640	U
EOU	OVH	346	U
ILR	XAD	124	U
TKE	ZLP	345	HU
GOX	XOT	766	U
DKD	BKX	495	N
AYK	GBP	323	HU
IGT	BBY	501	N
EYP	IHN	664	HU
BAB	JHZ	869	N
III	VIX	608	HU
LSO	FIW	301	N
JMV	MRB	955	N
TWD	NVT	517	U
XBA	UBZ	784	N
ZMF	OVR	760	HU
PGD	UEN	92	N
EKM	GIC	828	HU
RNW	KOK	478	HU
WOV	QQE	332	HU
PMV	VNP	514	U
PWI	IEG	516	U
TWD	LUO	505	N
BOD	OCX	470	N
DWF	CBO	800	N
ABO	QYJ	706	N
IPZ	JZZ	567	U
NQP	FQW	383	U
CFU	KQU	748	HU
NRU	MFI	638	N
OMK	VCH	416	U
TGG	ZVR	402	N
HGC	IVV	451	U
MTK	PWS	469	N
PYK	ZYH	578	N
WMF	KPZ	678	N
FDB	VQA	545	HU
WOV	JKU	164	U
TAH	ILT	572	HU
VXM	PBC	721	U
WKT	PKO	238	N
KDV	WXR	122	HU
XTN	ILR	658	HU
SHU	NSL	423	N
RJY	FCU	602	HU
VQE	QZO	452	U
TRK	AQD	848	N
LWN	LRA	740	HU
JTW	BSE	631	HU
AJY	KHM	667	N
UCA	VKS	691	HU
SOW	CQH	727	N
JUO	HWA	314	HU
HEP	NXQ	818	U
BGA	ZWM	216	N
QLI	UCA	70	HU
YGM	RPP	463	HU
NLP	NRU	626	HU
IKB	FEL	580	U
ZWD	MTP	617	U
SLU	HTL	521	N
OQM	VWW	380	HU
WTC	LKF	529	U
JBR	HWB	862	U
JMX	VSF	445	U
DNL	GZM	600	U
SWX	KAZ	599	N
UZH	BSE	745	N
KHM	IAQ	282	U
TRK	LIP	425	N
HQX	ZXZ	558	U
CYO	MZD	416	HU
RKX	WGA	536	HU
SIV	CDE	449	U
DQP	EVS	308	HU
WMF	RUO	175	U
JLY	TKJ	664	U
DVB	MRZ	521	U
PAD	WSK	652	U
CNE	XUL	38	HU
VQO	FLV	712	N
UOA	PGD	568	HU
YVJ	DVR	409	N
XTN	XPK	607	HU
FLV	YYE	555	U
LGV	ZVD	626	N
EAW	YBW	605	U
UYB	BSE	533	HU
QHW	BAE	528	U
XTX	WVH	378	N
BAX	XAH	591	HU
UKE	AJY	393	N
PNU	ZCV	762	N
WAL	RJY	521	U
SIM	FUZ	788	HU
AEG	SOB	430	N
TNY	MGV	459	U
QGP	RRJ	668	HU
RYV	NQP	726	U
OQM	JIJ	273	HU
AJY	DQP	667	N
KLF	WTO	719	U
QZJ	RDQ	411	N
SLR	LRM	640	N
FDA	DQP	369	N
LPD	MNR	393	U
VXP	MHR	464	U
CTR	JRY	360	U
BMT	YGM	795	N
UQU	SJN	491	U
MHR	GGJ	414	HU
HZE	PWS	172	HU
RYC	FAS	513	N
DVH	HWB	344	U
WXE	UWV	416	N
WGO	AJY	428	U
WGM	KEU	163	N
WSK	WPO	591	HU
THN	QLI	540	N
WPL	HRF	580	N
NLP	FIX	327	HU
SBP	VKA	125	U
FRM	FUZ	887	U
ISF	TTP	780	HU
UUX	IKW	406	N
LBB	YKD	209	U
JLY	FGF	461	U
UDF	EOH	489	N
FPR	ZPO	82	N
LUO	VRW	441	N
LQN	KCM	514	HU
THI	GBP	836	HU
QXV	BSF	276	U
DDK	LUO	980	U
OZR	JFO	751	U
AVM	CYO	486	U
FDB	NCW	423	U
AKP	UDI	578	HU
WFM	MYG	753	U
ZWY	CBJ	786	U
ZVX	BMT	535	U
DAZ	SOW	342	N
JMU	YJP	719	HU
HRI	JMV	708	HU
DXL	PIH	380	N
NOI	ZLP	287	U
HWB	ECV	472	HU
TWZ	KHW	569	HU
CST	RSU	452	HU
PGD	SIM	290	U
HGP	RYC	329	HU
ONC	GZM	663	N
OMV	JLJ	635	U
GWQ	UWM	566	HU
BAC	LSO	367	N
UHB	ZZQ	467	N
VQO	PFK	273	HU
HVJ	NRU	678	N
PIH	WPO	141	N
RWW	KGV	450	HU
HRF	WGA	451	HU
MJU	FFJ	371	N
EEZ	IRB	992	HU
NZY	UEB	942	HU
JYB	IHI	396	HU
FRM	RJY	588	U
BBY	NKZ	565	N
DMP	VCD	589	N
ZFS	MTJ	597	U
MTP	XMX	365	U
CJG	ZGX	66	HU
FLU	BTY	410	U
JLP	VQE	633	N
NBS	SIM	383	N
OWU	KLF	564	N
GMI	UCW	342	N
OVQ	GQI	543	HU
JRS	ZTW	595	U
TRA	QPT	513	HU
OJH	SFL	291	HU
SXR	HWB	733	HU
QXV	XUL	485	U
OKU	GWX	242	HU
BHA	NXR	362	U
ZLP	FIX	518	U
AYK	NXX	331	N
OZR	THI	132	U
YVI	IGF	293	U
HDZ	KVY	477	HU
UUX	LUQ	513	HU
SZB	QGZ	793	HU
LWJ	CHM	361	N
RJX	LWN	318	U
KGO	KHW	358	HU
DEG	DVB	692	N
HEG	SSS	322	HU
JCZ	UWV	470	HU
CZY	QPC	913	U
YYE	QXV	240	N
ZKP	TKJ	330	HU
HWH	YXH	405	N
UWR	IPZ	175	N
XED	YZA	536	U
BMT	ZWD	81	HU
UYU	BHV	418	HU
DLB	JRG	321	N
KCM	FZM	353	HU
TPT	KEU	722	U
VQC	PAE	636	HU
YFV	BFY	850	HU
SEH	KPY	703	HU
JFO	SAQ	528	HU
NOH	ZMO	370	N
YQM	KLF	542	N
VNF	QVR	555	U
CNJ	TTP	440	HU
VYG	OTD	200	HU
OBF	BAX	644	N
KNG	AYI	334	U
VQE	EDI	246	U
YJP	YCO	506	N
JCF	UES	416	U
ENT	FPR	689	HU
VFO	KAZ	415	U
LPK	WPO	723	U
MFZ	GBP	557	U
KQK	GOX	540	HU
YFF	MIA	454	U
BHP	QHW	738	U
FRP	HIB	408	U
DYX	DRL	367	N
AJU	NGA	541	U
BFY	CIR	540	U
FDA	YKU	899	U
YPK	AKI	488	U
ZTW	TNS	660	U
WSK	HFG	491	N
QPT	OLL	806	HU
BKV	HBP	613	U
FAF	IKW	629	N
OVQ	XSD	557	N
MZD	KUI	317	U
XKY	UIZ	378	HU
PAD	ZWD	611	N
UHB	YVJ	293	HU
QRM	MYZ	745	U
SIF	EEB	241	HU
VIX	WAH	263	N
YHO	CFU	271	U
OBF	NVN	518	U
GAM	LVL	718	U
THJ	UEB	187	U
VWX	KEU	418	U
ZAG	LIP	514	HU
CBH	PFY	182	N
XZE	BCS	448	N
UYG	ZVR	460	U
PID	EWS	707	HU
WTC	SQN	633	U
HZZ	SKP	238	U
CGQ	VCP	271	HU
QSJ	UPD	350	HU
DDK	XVD	77	N
XDF	HZE	266	U
FDA	VOA	660	HU
QRS	ZTU	418	U
NDU	GXL	650	HU
LUQ	RZN	659	N
DVT	BKZ	348	HU
ZUL	DOO	407	U
YZD	MFI	880	U
XQU	DNL	430	HU
EDR	XWG	543	U
QRM	BGV	728	N
VCD	RRN	475	U
IEE	TUF	529	U
UAD	GZM	251	HU
YBV	YBW	900	U
MTJ	SQA	345	N
MFZ	NRH	264	N
YCP	QES	386	HU
ZAG	LBB	850	N
AKB	JPU	144	U
QHW	UEA	458	HU
CDH	UDH	253	U
HJH	XCD	293	N
XPK	ZIM	505	U
QVW	XGS	595	HU
FWD	UEA	833	HU
KFE	TSM	420	N
JIT	BAX	587	HU
JTW	GJK	53	HU
KQH	VSG	528	U
SQA	ZJY	829	N
QXV	TBY	601	N
LGV	XXS	481	U
TSM	QFW	469	U
XED	OKU	383	HU
NIV	FAF	595	HU
UKE	RZN	587	U
WKS	GZE	797	N
ANK	XWM	76	N
FTT	HFP	504	HU
RYC	HQQ	381	N
LOB	RVS	444	HU
HBF	TSF	442	HU
YHO	FCU	354	HU
HRF	UWT	558	HU
QQE	BBY	356	U
YAD	EDI	186	HU
QVN	LIP	716	N
AGK	VTT	447	N
RTI	CNJ	459	HU
SWN	NXA	491	HU
XDF	GQI	269	N
VKG	GAF	623	U
AYK	BNC	565	N
PRR	NOI	226	U
FCT	KZQ	555	N
YWP	ZUO	448	U
WGA	ZGX	664	N
YRG	MNR	451	N
PGZ	SYS	555	U
QRS	OUF	768	N
IVV	GJV	860	U
RZN	NZW	284	N
KVY	EPW	476	U
BOD	DPJ	226	U
RRJ	NGS	595	U
UZH	VEK	561	HU
MGV	TSM	386	U
BMT	FCY	307	U
BHP	VPO	972	N
NIV	PAE	496	HU
VXP	ADF	559	HU
ONC	TIP	329	HU
SOY	ZCR	801	HU
JHG	DVB	743	N
BTY	UKX	523	HU
JOZ	SFL	518	N
SJN	QGE	670	U
XGS	DMP	449	N
GYS	KVQ	470	U
ZWP	AGK	126	HU
SWT	SOY	591	U
EUI	GXL	1062	U
HVJ	NGS	563	N
HJY	SWT	252	U
BOD	GIC	668	U
AOF	RBW	619	HU
QRM	PWS	573	U
LKR	HFP	518	N
IFV	DED	619	HU
XJY	ZHF	406	N
DDC	NIV	179	N
GXL	IGF	613	N
SMD	BHA	551	N
YGM	RTI	716	N
ZQM	VLW	256	HU
YFS	HGA	193	U
WLW	ZZQ	169	N
NUB	NXH	657	N
UUX	QOW	711	N
GZE	FIX	352	N
DPJ	DXL	472	U
WTO	SWT	216	N
YFV	YJG	673	N
HMZ	YJP	175	N
DNH	DNL	528	U
CST	AEK	642	U
UQU	XWM	488	U
ILR	YFV	534	U
NUT	JGG	372	HU
FAF	JAZ	367	N
JCZ	SZB	515	U
PAD	FIW	489	N
THN	YZF	447	N
NGS	YBB	813	U
QMI	ZFS	425	HU
SJI	FSX	848	U
JOJ	OTD	280	U
NCW	XOT	673	U
SZB	XSK	606	HU
NXR	KPC	221	HU
DRL	NXX	799	HU
KQK	XSD	251	HU
ZQJ	BTY	294	HU
JUO	ZCV	387	N
IOI	IUQ	285	N
DMP	DLI	428	U
GZM	AJY	384	HU
XSD	OTD	481	U
GBP	HGW	427	U
OHP	KEU	11	N
VOA	DYE	416	U
KVQ	RWW	426	HU
SRE	UAD	387	HU
ZWM	HMA	222	N
JWA	NLP	373	HU
JRY	HTL	822	N
CNJ	XHU	452	N
YZA	FCU	380	U
VLW	QKC	467	N
AUE	YVJ	40	HU
UXY	MGS	257	N
EOZ	FUM	621	U
YBB	YFF	556	U
WTJ	SBP	408	HU
DQP	UCA	503	U
KUA	IEE	941	N
TBC	BGV	53	HU
NOI	OHP	650	HU
OBI	GWQ	620	U
VRW	GHK	624	U
LRA	SWT	681	N
AKI	LQN	470	U
CEW	EOH	695	HU
NUB	PUS	590	U
KGO	JUO	690	U
MHR	MYL	257	HU
SWN	BHB	595	N
ZCV	MYT	753	U
MTP	CTR	521	N
FQM	RBX	297	U
SAQ	DPJ	735	U
RJX	GOX	132	HU
WVH	BAC	257	U
PID	VSF	345	U
MGS	ZFS	429	N
TGZ	XWM	836	U
XTX	KPY	41	U
YZK	HPA	499	HU
TBE	BUP	459	HU
GAF	SLU	639	N
XQU	YAR	560	N
TAH	GKR	167	N
KME	UKX	401	N
TAY	KDV	428	U
NLV	DDC	833	N
OGD	YJG	688	HU
GCA	IFV	824	U
QMI	WKS	678	HU
BNS	UYB	393	U
GWX	DYX	704	HU
SOB	RBW	723	HU
NVN	JWA	539	U
RFL	SAQ	769	N
OBY	YZK	527	HU
WIQ	YUI	810	U
KDV	YYU	472	HU
ZXZ	NGS	475	N
TRA	SYS	650	U
URY	UWR	566	N
RCS	BMT	179	N
AXX	PWI	345	HU
XPK	BBP	275	U
OBY	WJZ	578	N
GIC	WAH	275	N
NXR	PAD	486	N
SOD	UAD	699	N
HPA	SFM	42	HU
FPI	SWV	472	U
LQN	NBS	664	N
KWZ	SRE	304	N
JXG	ZWY	634	N
FPH	KVY	640	HU
TLF	JND	437	N
MCY	NBS	476	N
GGJ	LGV	544	HU
AVF	XQU	275	U
PGR	KHW	716	N
VJA	QKC	752	U
JMX	LHY	663	U
VJA	FUZ	603	N
HMA	YUI	377	N
RWC	YBV	1065	N
WGA	YMC	800	U
BTY	DNH	492	U
BMT	PGE	333	U
IAQ	DYE	588	HU
MVX	FCU	427	U
QVN	WNS	421	HU
BEX	FQW	532	N
NDQ	GMI	445	U
RWC	UKE	595	HU
PBY	KFE	646	HU
STC	NXH	352	U
LQN	EFK	760	U
YBV	OEF	583	N
CJG	YBW	801	HU
LKR	QSJ	118	U
WGO	MHM	721	N
DAZ	NXH	494	HU
SSS	CDE	516	U
ITQ	FLU	518	N
ZWD	DDV	571	N
TVY	HMZ	190	HU
NOI	RKE	491	U
YVJ	OCX	516	N
XZE	BHB	663	HU
SIM	JWA	430	N
UDF	MTK	509	HU
FTT	XTX	458	U
DVR	NQP	545	N
DOJ	EJZ	246	U
SQA	UES	175	HU
VFO	LPO	352	U
RPP	IVV	163	HU
SAQ	PGZ	792	U
JBR	XEW	815	U
MCY	QZJ	33	U
SZE	NCD	507	N
ZVD	PIH	715	N
VNF	BUS	195	N
ZXZ	NXH	455	N
VNF	PAE	442	U
TIP	XSD	553	U
ICL	RKE	542	HU
BQI	WTJ	603	N
ZPX	OUF	900	U
YQX	ZPO	713	N
BSE	QSU	395	HU
TLF	SWN	645	HU
MJU	KQH	714	HU
HJX	VTT	676	U
DMV	XOT	480	U
HJX	VKA	91	HU
SOW	FEL	910	N
QVW	EDI	622	HU
NVT	FPR	853	N
PWS	IOI	768	N
BWO	PBC	565	HU
IWU	YAR	707	N
KDX	WGM	643	N
OMK	HGW	646	HU
DYX	TGZ	680	U
YQM	SLU	807	HU
XKP	NGH	258	HU
ILL	JOZ	109	N
WGO	KQH	414	HU
MPP	OWR	607	HU
GZO	FZP	409	U
OVR	YUI	443	U
CGQ	CIC	552	N
QRS	YXD	356	U
SAQ	CIU	405	N
UKE	XKY	475	N
TRA	NGH	287	N
DDK	OTD	892	N
KOV	EEM	145	HU
QPJ	RKE	681	U
VHO	MYL	124	HU
KVQ	WGA	239	HU
JYB	FCU	734	HU
JND	UYB	528	N
AXT	KAP	643	N
VNF	YZA	606	U
UWR	WBY	570	U
ADN	VNF	431	U
EVT	BMT	566	U
SWT	GAM	142	HU
RBW	OKW	201	U
IWU	XVD	271	N
HBF	QMZ	541	U
RJX	JIA	532	HU
ILT	EVJ	501	N
JPU	SKP	412	U
MTP	KEU	727	N
AEK	BHB	474	N
DXL	LKR	394	HU
EDR	FIX	663	N
CKH	IFV	136	U
BSE	NGF	534	N
JKR	FLU	527	U
WTJ	HWH	662	U
YAD	QGE	206	HU
ROO	TDX	587	N
MTP	RKE	634	N
OUF	CHS	379	U
JIA	DLI	896	HU
MYL	JYB	534	N
BAC	UIO	853	N
VQO	JTW	438	N
RYV	OTD	588	HU
FXR	MOI	333	N
AOF	EIQ	843	N
ZCR	GHY	452	N
UDH	QYJ	735	N
HZE	BUP	564	N
OFO	OVR	512	U
RQF	JLJ	812	N
PGD	LWJ	568	U
BKX	QGE	251	U
MYL	ZTW	289	HU
JTW	JIJ	413	N
BQC	JGG	879	HU
ACC	JAZ	124	U
FVE	YTD	485	N
VXM	URY	946	U
UIO	QFG	583	N
HWH	JBR	735	N
KKP	ZIH	838	U
HSU	DSB	689	N
UIO	ECV	619	N
HDZ	WNS	193	HU
NXR	XWM	118	U
IGF	HPA	272	N
BGV	VKS	506	HU
YBB	PRS	472	N
SYS	AOF	756	U
CEM	OTD	528	N
GHK	AYK	333	N
MTP	OQA	397	N
MHR	BKV	118	N
TTS	KLF	801	U
CGW	FTT	164	HU
PUS	NXX	695	U
YKD	YQM	736	U
OCX	BAX	761	HU
NCD	RDO	538	N
VWX	JGK	334	N
VYG	GXL	697	N
NCW	KQK	534	N
THI	VSJ	352	HU
OTD	RYV	536	U
PQT	EDR	664	N
ZKP	EOZ	520	U
QMI	LQN	652	N
RZN	WFM	484	U
GOX	IOI	631	HU
VRW	AUE	395	HU
YPK	LUQ	324	U
HJY	KDX	379	U
VSJ	FRP	778	U
LBB	SIV	437	HU
TKE	PHV	413	N
UUZ	GBV	655	N
GJK	EFU	442	N
OPV	SDS	1004	U
DOA	PID	620	N
UBZ	DKD	846	U
XAP	KUI	607	N
BTY	DMR	152	U
GYS	ADF	752	HU
FCU	RPM	613	N
VKS	LUO	293	N
BCS	ZCR	613	U
UTG	XAD	696	U
RWH	IGF	318	N
ZKP	CQH	241	N
ZIM	SDS	654	U
VIX	FPH	346	N
NTD	CJM	654	HU
XVD	AYI	704	HU
ROO	RNV	669	N
KRP	STC	539	HU
OPV	RXJ	232	U
XKY	STC	572	HU
KWZ	BSE	527	N
ZGX	ZYH	333	HU
PML	PQT	466	N
AXK	ZZE	289	N
TRK	VJA	540	U
KRP	NER	105	U
DNH	WMF	437	HU
NXA	CBJ	591	HU
NVR	LBB	157	HU
MHR	FAS	336	U
IHN	WXZ	418	HU
IGF	XSD	721	N
QXV	QZJ	911	N
GBP	TIP	480	HU
EQF	WPL	274	HU
SBP	GOJ	510	U
DVB	YYE	463	U
PBY	OJH	547	HU
KDX	LKF	385	HU
EBF	GZM	635	N
DOO	YXD	206	U
TTP	SYS	272	N
WNS	DRL	302	N
KPZ	LIP	658	HU
RUB	JMV	550	HU
ZTU	URW	349	N
NGF	CIU	382	HU
KQK	IGF	784	N
LXX	EOU	313	HU
ERF	EUI	722	N
DEG	HNK	821	HU
MLW	RWC	249	HU
FCY	PAD	826	U
HRI	HCB	455	HU
TGG	WEW	803	HU
CUK	XPK	472	N
UHB	XTX	192	U
BKZ	ZPO	311	U
XBA	PFK	384	HU
CKH	AQD	622	N
ABO	NXQ	497	HU
RWC	NVT	214	N
LRM	FLV	705	HU
PGE	SSS	542	N
KWZ	PID	397	U
ECV	FAS	690	HU
WGA	UNO	797	HU
APT	RPP	390	U
ZFO	SFM	255	U
TCJ	TRK	146	U
QZJ	WVY	625	HU
HCB	VQE	423	HU
BBY	WIQ	648	HU
NCW	ZVD	901	U
RDP	OUQ	748	U
JFB	FRM	391	HU
BMV	QSD	180	HU
AAK	GJV	851	U
AJU	BXQ	842	U
KJH	ISF	353	U
TBE	BQI	791	N
FWK	BZC	709	N
IEE	YFF	659	HU
AEL	FCY	387	U
DVT	QFG	523	N
SZB	XTN	424	N
JMV	CBV	683	N
NZY	QKC	457	N
GQI	OCX	723	HU
BAX	VLW	503	HU
ABO	OVH	271	HU
WVY	FZM	714	N
MGS	SOD	564	N
VRW	SOW	369	HU
OCA	ONK	344	U
RCT	CJM	309	N
NQP	JWA	495	U
AXK	CBO	740	N
PKF	ZPX	642	U
NRU	HWA	412	U
BTY	YSR	655	U
CNJ	MYL	171	U
YQM	NXA	634	N
NIN	LPO	775	N
LKR	WVY	705	N
OGD	OJA	378	U
UEB	QGE	389	U
LOB	LQN	443	N
URY	LGV	253	N
TNS	FSK	761	U
XSS	EOU	126	N
TSM	UOA	469	HU
RDR	CXU	463	N
RGQ	VCD	484	U
XED	SFB	491	HU
XBA	UAD	732	HU
MGV	BAB	410	N
JIT	QMZ	890	U
KEU	MOI	672	U
OKW	MCY	714	U
UPD	SUS	147	HU
TCY	CIM	345	N
MYG	ZQJ	524	U
RYV	QOW	330	HU
RCS	ZAG	302	HU
CCI	FVE	783	U
CBH	ILR	90	U
KVY	EAW	345	U
PGD	YJP	614	N
NVR	DOJ	464	U
YBB	JMX	309	N
QZJ	VSJ	832	N
JTW	LPK	556	N
LZJ	XVV	111	U
JLP	FDA	411	N
SLR	WAH	815	N
XWM	RWT	896	U
NGF	SHU	633	U
UYU	EVS	506	U
HSU	YZK	56	U
LWJ	DXL	786	N
NIV	EOZ	350	U
VPO	SKK	590	N
RJX	NZW	259	HU
JUE	GBV	620	N
ZVX	TCY	13	U
XEW	VWW	958	N
RVS	VWX	357	HU
RGQ	LOB	630	U
MYG	MIW	112	U
YCO	PFY	541	U
GQI	SIM	922	N
GZE	YZK	717	N
RNW	YUI	582	N
KLF	CKH	404	HU
UZH	TQE	464	HU
EJV	WKT	1107	U
EJV	ANY	415	HU
QRM	MHV	389	HU
ZHF	UQR	374	U
LRM	HES	271	HU
JRG	FCT	579	N
TBC	WCF	534	HU
JHZ	LNA	738	HU
GZC	IJD	588	HU
SJI	BUN	246	U
MRB	EQF	436	HU
MIA	XZE	519	N
TGZ	WBH	950	U
NWY	UEA	289	N
NGA	DWF	453	U
WCF	GYR	658	HU
UPD	IPZ	374	N
UKE	UDF	409	N
KVQ	DOO	358	N
LZB	LBB	141	U
VIX	VNP	109	HU
KZS	WKS	480	U
WOV	XAD	240	N
BGV	RNW	538	N
BNC	BAC	662	N
JGK	CST	352	N
RWH	BGC	479	HU
JMV	TAH	360	HU
ARR	WCN	500	N
TLF	MIA	331	U
XAD	YTD	363	U
CBH	HFJ	669	N
EDI	KPY	375	HU
RQR	YVF	676	HU
VJA	LBB	545	U
SIF	VJA	387	U
YRG	UHB	390	HU
JOJ	KFE	566	HU
EIV	KNG	349	HU
OQA	CGX	733	U
YSR	YZA	444	N
AXK	PNL	390	HU
LUQ	PQT	444	N
RSU	QZO	542	N
GHY	YXQ	536	HU
DDK	YZF	258	N
FMK	CKH	810	U
PPW	UEB	152	U
XGS	HVJ	424	HU
UEA	LND	726	HU
URW	LKF	495	U
SRZ	KFE	320	HU
QZJ	WKS	421	HU
RUB	KSL	284	N
IAQ	QGQ	692	HU
JTW	GFM	651	HU
UAD	BXQ	444	HU
JYB	WSK	289	N
XVD	JCH	277	HU
EEM	IVV	770	HU
UIZ	FZM	657	HU
YTD	HEP	50	HU
HFG	SOD	509	N
KPY	MLW	1005	U
IAQ	ROO	296	HU
AQD	WEW	155	N
BHP	OTD	49	N
YPK	DDC	455	N
CIR	NVR	346	N
IPY	NLV	685	HU
THI	WTC	241	HU
WCN	YQI	385	U
XVT	UYB	692	N
IBK	QPJ	457	HU
HMA	PGD	393	U
BQC	JYB	500	U
KUI	PUN	430	N
UNO	WKT	402	HU
ZUL	RJX	543	HU
RJY	KGV	270	N
IIR	BAB	588	HU
VQC	BXZ	502	U
JNF	VNU	498	U
KME	QLI	439	U
DQP	ZUO	598	N
XPK	AJU	379	HU
XVT	VCH	363	N
VLW	FEL	557	U
FAS	EQF	533	HU
SWL	PGE	331	HU
BKV	DXL	335	HU
KIK	DWF	214	N
LSO	BMT	526	U
URW	IOI	625	N
HSU	SQA	724	HU
SOW	YQI	684	U
PYK	SIV	921	HU
VSG	ROO	659	HU
UNO	DDC	34	U
TRA	BGV	454	N
LXX	SAQ	510	HU
BHB	JLJ	533	U
IGF	CTR	467	U
TWD	BAE	944	HU
XMX	YZK	656	N
KRA	PUS	680	N
EIV	JRY	241	HU
WXE	CUK	84	N
PFK	AKI	652	HU
OCX	QYR	146	U
TIP	BKV	81	U
ADF	DOJ	708	N
WDQ	KKP	645	U
DYE	TTP	325	U
FLU	SYS	363	N
TNY	KNR	336	HU
PUN	YFS	850	U
JRS	JYB	201	N
MYL	VXP	472	HU
RPP	IUQ	618	HU
XGS	NQP	493	N
JBT	YFV	458	HU
PAE	LZJ	461	U
XOT	GZE	911	U
HZZ	TLF	369	U
VEK	RQR	360	U
WNA	UES	709	HU
LBB	JEG	490	HU
WAL	YBB	849	HU
SOY	GJV	580	N
ONE	FFJ	611	HU
TVY	HGW	915	HU
UQU	UDF	362	U
OWR	ZWY	767	HU
LQF	BFY	380	N
DOO	NRH	486	HU
ZWP	IIR	276	U
YFV	QJQ	562	N
FMK	JHH	582	HU
DMR	DVT	205	U
SFL	JCH	232	N
BMT	GZM	629	N
NCD	RUO	465	U
FCY	FUZ	101	U
CGW	EZW	433	U
RZN	GZM	582	U
WCB	ZHF	282	HU
WXR	SUS	509	HU
JTW	RCS	371	HU
BUP	XHU	779	U
XOT	IGF	541	HU
GFC	UEK	616	U
GIC	RNV	1104	N
GVY	YHO	718	U
CIC	IOI	454	HU
ECV	FJD	406	U
KLF	OUA	583	HU
HES	ZKP	416	N
CJM	YFV	733	U
KNR	CIC	658	HU
XAD	HPA	576	HU
ITZ	JRG	567	HU
WIQ	ZJY	592	U
UWM	LHY	489	U
TWZ	VKA	569	HU
FMK	JND	544	N
KPC	ZKP	154	N
IFV	SAQ	307	HU
OBY	MPP	414	U
ZWD	WNA	544	N
CBH	TBE	636	HU
VOA	MTK	568	U
ZWD	IOY	701	N
EZW	NGF	310	N
TQH	OVR	455	N
MQI	NGS	63	N
XKY	GJK	712	N
HFJ	YFV	363	HU
YHO	HAD	371	U
ZTW	ROO	867	HU
VOM	BKX	638	N
OVR	MOI	284	N
ONC	VNU	591	HU
YVF	GHY	272	HU
JAZ	YGM	527	U
WVY	PNU	746	N
NRH	EFC	866	HU
DOJ	XSD	563	U
OHP	QOW	654	N
MYG	SZB	374	N
XPK	FSX	346	N
NOI	YCO	337	N
MIW	MOI	752	HU
THJ	IPY	236	U
DKD	TQE	337	HU
FVE	TCY	791	N
WGO	HGW	596	HU
XLY	VXP	182	U
XQU	AZP	547	U
DGN	YBW	418	N
BMT	DYX	665	N
WGM	LZJ	267	N
OLL	WSK	787	HU
XEW	HEG	544	U
BQC	MLJ	865	N
KNI	ZZE	425	N
FMK	BKV	515	N
KPC	GBP	379	N
YPK	UDF	532	U
PGD	BTY	461	U
GHK	NOH	441	N
DPJ	DLI	623	HU
WER	WBH	612	U
YWP	RUO	65	N
VIX	MLJ	141	HU
ILT	BBH	617	N
AXK	QRG	185	U
UUB	ZMF	704	N
MTP	HFJ	515	N
HEG	OQM	477	U
UAD	YZD	167	U
LKR	XWM	365	N
AZP	JIT	660	HU
ZWY	GZO	720	HU
QVR	FUZ	250	HU
SJI	YBW	676	U
ONE	SST	718	HU
FPH	MYT	163	U
UXY	UQR	423	U
YZD	CUK	523	U
QGP	OJH	438	HU
VXM	XVD	363	N
NZW	DMP	587	HU
HGP	SOQ	550	N
QVR	UZH	951	N
KGV	TAH	373	HU
WAL	WJZ	524	N
DWZ	EUI	314	HU
BAC	YGM	324	N
WEW	ETI	446	HU
RWH	FAS	636	N
OKU	JGG	786	HU
UOA	OJH	424	U
BHA	ZCV	341	U
JRF	EZW	552	HU
BWO	RNW	749	HU
QGE	JLY	655	U
DMV	JRY	493	U
TDX	GJV	178	U
FRP	JHH	367	HU
QSU	LZJ	685	HU
OZR	HEG	704	HU
GYS	GED	256	HU
TDX	LKF	534	U
LRM	CTS	369	U
EPW	SMD	903	HU
RVY	QGE	544	N
FFJ	SEC	242	N
YFV	SMD	596	HU
AEG	ALJ	404	HU
FTT	OLL	427	HU
TGG	AYI	561	U
SIF	TLF	729	N
TVY	HSX	307	U
FUM	JAZ	1003	HU
TVY	CEM	684	N
LOB	UAD	141	HU
BAB	TTP	182	N
DYE	DGN	491	N
VKC	GJK	448	N
OBI	LGB	577	U
AKB	LZB	628	N
PBC	VNF	159	U
LZB	BPN	729	U
FIW	HGW	422	HU
KJH	AGK	460	N
SWX	JXG	1018	U
UWR	RWH	757	N
RNW	YJG	451	U
QKC	ROO	501	HU
VKS	XBA	367	N
SXN	JMU	430	U
JUE	YXQ	767	N
YXQ	TAH	618	N
YGM	CEP	643	HU
KUI	SQA	417	U
ITZ	XWG	732	N
FMK	SSP	680	U
SKK	EBF	542	N
UUB	NZW	447	U
QLI	VYG	333	N
YCO	YSR	261	N
OMK	FSK	230	HU
VHO	HVJ	377	U
VFO	TBC	595	N
KQH	DKD	396	HU
IGT	RKX	640	HU
TBE	TKE	556	U
MFZ	AVM	358	HU
UIZ	CQH	519	HU
QGP	OPV	552	U
